Site,Site2,Transect,Quadrat,Litbag,Lit,LitNum,Teabag,Tea,TeaNum,Julday1,Julday2,Julday3,Temp1,Temp2,Temp3,Moist1,Moist2,Moist3,VolMoist1,VolMoist2,VolMoist3,SOM,percNsoil,percCsoil,NOxinit,NH4init,Nitrif,Nmin,WHC,pH,TpH,Cmin1,Cmin2,Cmin,SIR,LitSIR,IncTime,TeaLoss,LitLoss,STeaLoss,SLitLoss,LitMoist,mLitMoist,LitlCloss,SLitCloss,LitNmin,SLitNmin,LitInitCN,LitFinCN,LitinitN,TeainitN
Uppsala,2,7,48,188,Fes,0,552,Red,0,128,174,226,12.4,16.8,15.3,49.28,43.21,40.77,NA,NA,NA,11.41,0.46,5.92,22.55,2.3,0.471,-0.013,92.89,6.64,0.229,NA,NA,NA,1.66,NA,98,NA,NA,NA,NA,NA,45.3,NA,NA,NA,NA,43.69,NA,1.02,1.44
Uppsala,2,7,49,189,Fes,0,553,Red,0,128,174,226,11.3,NA,NA,44.27,NA,NA,NA,NA,NA,11.39,0.35,4.94,6.22,2.71,-0.302,-0.092,75.09,7.2,0.063,NA,NA,NA,NA,NA,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.69,NA,0.89,1.38
Uppsala,2,8,50,190,Fes,0,554,Red,0,128,174,226,11.3,14.7,15.3,29.67,22.16,12.76,NA,NA,NA,5.03,0.21,2.55,9.93,2.04,NA,NA,50.65,5.63,2.344,NA,NA,NA,1.67,98.21,98,31.77,16.6,29.17,15.24,18.5,18.5,11.3,10.38,0.881,0.89,43.69,43.37,0.89,1.51
Uppsala,2,8,51,191,Fes,0,555,Red,0,128,174,226,11.5,14.7,15.8,32.37,27.19,15.02,NA,NA,NA,5.99,0.24,3.39,10.15,0.99,0.265,-0.037,60,5.59,2.57,0.32,0.33,0.33,1.27,165.88,98,21.73,22.75,19.96,20.9,21.2,19.5,17.61,16.17,1.113,1.104,43.69,32.14,0.99,1.49
Uppsala,2,8,52,192,Fes,0,556,Red,0,128,174,226,11.1,14.1,16.9,29.59,22.09,11.41,NA,NA,NA,6.17,0.26,3.22,48.04,8.27,1.012,-0.476,52.83,5.5,3.162,0.31,0.3,0.31,1.35,133.45,98,29.93,12.23,27.49,11.23,16,15.5,5.53,5.08,0.876,0.886,43.69,46.71,1.11,1.52
Uppsala,2,8,53,193,Fes,0,557,Red,0,128,174,226,10.2,13.4,16.8,32.26,29.55,19.59,NA,NA,NA,7.62,0.26,3.28,29.67,1.13,-0.057,-0.051,48,5.92,1.202,0.56,0.59,0.58,1.72,144.49,98,36.78,27.62,33.77,25.37,10.6,12.2,23.44,21.52,0.95,0.954,43.69,34.83,0.87,1.38
Uppsala,2,8,54,194,Fes,0,558,Red,0,128,174,226,12.6,13.2,16.6,27.69,28.38,15.63,NA,NA,NA,7.49,0.26,3.51,0.8,0,-0.02,0.009,55.38,6.22,0.603,0.78,0.82,0.8,2.32,148.48,98,34.18,27.5,31.39,25.25,14.4,15.5,22.71,20.86,0.911,0.918,43.69,36.91,1.14,1.42
Uppsala,2,8,55,195,Fes,0,559,Red,0,128,174,226,10,13.5,15.4,30.59,24.02,15.92,NA,NA,NA,7.12,0.29,3.62,0.11,0,-0.004,0,61.72,5.93,1.175,NA,NA,NA,1.67,112.8,98,29.49,19.02,27.08,17.47,14.6,16.4,13.11,12.04,0.897,0.906,43.69,41.81,1.04,1.38
Uppsala,2,8,56,196,Fes,0,560,Red,0,128,174,226,9.8,13.4,14.6,27.77,24.96,19.15,NA,NA,NA,6.33,0.32,3.51,10.86,0.4,0.552,0.002,39.86,5.8,1.585,NA,NA,NA,1.67,116.1,98,28.08,20.94,25.78,19.24,20.7,29.6,16.79,15.42,1.048,1.044,43.69,34.16,1.02,1.5
Copenhag,3,9,57,197,Fes,0,561,Red,0,136,171,237,12.3,21.5,17.9,22.34,19.52,12.53,NA,NA,NA,4.61,0.4,4.14,26.93,2.74,0.721,-0.153,50.85,6.13,0.741,0.4,0.42,0.41,1.33,122.56,101,28.91,13.23,25.76,11.79,56.7,71.2,6.35,5.66,0.884,0.897,43.69,45.96,1.01,1.39
Copenhag,3,9,58,198,Fes,0,562,Red,0,136,171,237,13,20.7,19.6,19.77,22.35,16.87,NA,NA,NA,3.75,0.42,4.64,18.23,1.34,0.525,-0.072,39.9,5.73,1.862,0.26,0.27,0.27,1.06,141.85,101,26.41,21.98,23.53,19.58,69.8,75,16.41,14.62,1.038,1.034,43.69,34.81,1.05,1.4
Copenhag,3,9,59,199,Fes,0,563,Red,0,136,171,237,12.5,18.7,17.8,15.32,14.54,16.1,NA,NA,NA,3.46,0.17,2.03,15.16,2.53,1.266,-0.131,38.39,5.66,2.188,0.31,0.33,0.32,1.2,141.23,101,22.74,24.54,20.26,21.87,72,77,18.71,16.68,0.997,0.997,43.69,35.28,1.14,1.4
Copenhag,3,9,60,200,Fes,0,564,Red,0,136,171,237,12.9,18.4,17.9,19.07,17.61,12.37,NA,NA,NA,4,0.41,4.63,1.41,2.79,0.656,0.71,42.2,5.02,9.55,0.28,0.3,0.29,1.16,159.46,101,32.12,22.99,28.63,20.49,66.7,74.9,16.87,15.03,1.176,1.156,43.69,30.71,1.13,1.47
Copenhag,3,9,61,201,Fes,0,565,Red,0,136,171,237,14,20.2,18.4,18.18,19.86,16.6,NA,NA,NA,3.98,0.19,2.22,0,0,1.563,0.325,45.08,4.53,29.512,0.23,0.25,0.24,0.9,139.8,101,27.6,22.09,24.59,19.68,68.1,73.8,22.87,20.38,0.857,0.873,43.69,38.74,0.94,1.45
Copenhag,3,9,62,202,Fes,0,566,Red,0,136,171,237,14,20.3,19,18.28,14.99,22.13,NA,NA,NA,3.71,0.19,2.12,10.41,4.66,1.638,-0.166,48.84,5.29,5.129,0.3,0.31,0.3,1,141.27,101,21.55,14.91,19.2,13.28,69.2,75.4,16.26,14.49,1.079,1.07,43.69,33.59,1.05,1.46
Copenhag,3,9,63,203,Fes,0,567,Red,0,136,171,237,13.5,19.3,18.4,19.88,17.63,17.7,NA,NA,NA,4.46,0.3,3.23,0,0,2.736,0.604,44.41,5.06,8.71,0.3,0.31,0.31,1.13,140.14,101,27.79,27.34,24.76,24.36,75.6,75.9,28.15,25.09,0.857,0.872,43.69,36.29,0.93,1.42
Copenhag,3,10,64,204,Fes,0,568,Red,0,136,171,237,13.8,20.9,19.1,14.39,16.43,17.97,NA,NA,NA,4.03,0.41,5.47,10.93,1.06,0.12,-0.023,42.8,7.77,0.017,0.32,0.38,0.35,1.23,155.05,101,23.16,22.4,20.64,19.96,55.7,60.4,24.3,21.66,1.042,1.037,43.69,31.41,1.04,1.5
Copenhag,3,10,65,205,Fes,0,569,Red,0,136,171,237,13.8,20.5,18.6,19.76,17.34,19.97,NA,NA,NA,4.37,0.27,3.24,21.13,0.93,-0.093,0.041,50,7.7,0.02,0.23,0.29,0.26,1.04,117.98,101,23.02,19.33,20.51,17.22,69.2,68,20.04,17.86,0.69,0.724,43.69,50.35,0.97,1.37
Copenhag,3,10,66,206,Fes,0,570,Red,0,136,171,237,12.6,19.8,17.1,27.82,23.02,19.57,NA,NA,NA,4.29,0.37,3.93,32.37,2.58,0.021,-0.144,37.4,7.5,0.032,0.18,0.21,0.2,0.93,133.63,101,20.67,23.18,18.42,20.65,74.4,73.1,22.91,20.41,1.065,1.058,43.69,31.21,0.95,1.47
Copenhag,3,10,67,207,Fes,0,571,Red,0,136,171,237,13.7,19.7,17.1,23.07,21.02,22.83,NA,NA,NA,5.44,0.32,3.46,22.94,1.09,0.073,-0.038,54.62,7.4,0.04,0.28,0.3,0.29,1.25,129.06,101,27.7,30.16,24.68,26.87,76.5,77.5,30.9,27.53,1.292,1.26,43.69,23.32,1.01,1.43
Copenhag,3,10,68,208,Fes,0,572,Red,0,136,171,237,12.8,19.3,16.8,26.56,25.35,22.48,NA,NA,NA,6.04,0.45,4.77,40.08,1.06,0.474,-0.02,55.94,6.78,0.166,NA,NA,NA,1.2,158.68,101,36.15,33.04,32.21,29.44,71.1,66.8,32.91,29.32,1.065,1.058,43.69,27.17,1.14,1.54
Copenhag,3,10,69,209,Fes,0,573,Red,0,136,171,237,13.1,18.4,16.4,28.69,26.64,23.11,NA,NA,NA,5.56,0.45,4.73,35.03,0.77,0.684,0.01,57.76,6.24,0.575,0.35,0.35,0.35,1.54,179.67,101,29.26,36.09,26.07,32.16,79.8,83.2,36.89,32.87,1.217,1.193,43.69,22.56,1.15,1.38
Copenhag,3,10,70,210,Fes,0,574,Red,0,136,171,237,12.1,18.2,16,22.54,22.84,19.23,NA,NA,NA,4.71,0.53,5.33,27.72,0.77,0.568,-0.02,45.63,6.16,0.692,0.27,0.28,0.27,1.22,NA,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.69,NA,1.13,1.37
Copenhag,3,11,71,211,Fes,0,575,Red,0,136,171,237,11.9,21.3,18.2,22.72,19.42,16.87,NA,NA,NA,5.03,0.34,3.74,28.24,0.91,0.749,-0.013,49.01,6.18,0.661,0.29,0.33,0.31,1.28,129.39,101,NA,10.58,NA,9.43,55.2,39.3,13.35,11.9,1.24,1.214,43.69,30.15,0.95,1.49
Copenhag,3,11,72,212,Fes,0,576,Red,0,136,171,237,11.9,20.3,17.8,22.56,20.92,19.53,NA,NA,NA,4.52,0.44,4.67,16.36,0.87,0.413,-0.031,49.82,6.36,0.437,0.26,0.27,0.27,1.19,137.79,101,NA,24.29,NA,21.64,79.8,74.6,26.03,23.2,1.111,1.099,43.69,28.84,0.96,1.41
Copenhag,3,11,73,213,Fes,0,577,Red,0,136,171,237,12.2,18.8,17.3,26.25,20.43,20.96,NA,NA,NA,5.79,0.31,3.51,27.32,1,0.572,-0.039,52.34,6.1,0.794,0.31,0.34,0.33,1.48,126.83,101,25.81,18.24,23,16.26,66.1,66.9,18.68,16.65,1.146,1.13,43.69,30.7,0.99,1.39
Copenhag,3,11,74,214,Fes,0,578,Red,0,136,171,237,12.1,NA,17.2,24.15,NA,19.32,NA,NA,NA,5.66,0.3,3.33,16.81,0.91,0.691,-0.014,37.64,6.47,0.339,0.28,0.28,0.28,1.75,NA,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.69,NA,0.99,1.44
Copenhag,3,11,75,215,Fes,0,579,Red,0,136,171,237,11.5,18.3,16.9,28.43,23.62,23.04,NA,NA,NA,5.85,0.25,2.77,35.16,1.3,-0.596,-0.03,52.7,6.19,0.646,0.33,0.35,0.34,1.58,145.62,101,34.11,22.34,30.4,19.9,58.6,58.6,22.47,20.03,1.088,1.078,43.69,30.73,0.87,1.41
Copenhag,3,11,76,216,Fes,0,580,Red,0,136,171,237,11.1,NA,17.1,29.72,NA,21.62,NA,NA,NA,6.05,0.24,2.55,17.58,0.88,2.45,-0.011,53.95,6.41,0.389,0.32,0.34,0.33,1.51,NA,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.69,NA,1.1,1.4
Copenhag,3,11,77,217,Fes,0,581,Red,0,136,171,237,12.2,19.3,16.9,37.24,27.15,22.62,NA,NA,NA,6.6,0.22,2.35,59.94,2.94,1.038,-0.158,55.55,6.38,0.417,0.42,0.43,0.42,1.69,NA,101,26.48,NA,23.59,NA,NA,68.4,NA,NA,NA,NA,43.69,NA,1.13,1.5
Copenhag,3,12,78,218,Fes,0,582,Red,0,136,171,237,11.9,19.8,17.3,20.87,19.84,17.06,NA,NA,NA,4.68,0.25,2.77,23.86,1.17,0.9,-0.018,46.65,6.1,0.794,0.28,0.29,0.28,1.37,NA,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.69,NA,0.92,1.4
Copenhag,3,12,79,219,Fes,0,583,Red,0,136,171,237,11.8,19.8,18.2,22.58,18.47,19.75,NA,NA,NA,4.75,0.25,2.86,26.8,1.25,0.724,-0.052,50.74,6.12,0.759,0.3,0.3,0.3,1.41,NA,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.69,NA,0.89,1.39
Copenhag,3,12,80,220,Fes,0,584,Red,0,136,171,237,11.7,20.8,17.3,24.09,19.64,16.1,NA,NA,NA,4.61,0.44,4.73,19.55,1.2,0.623,-0.054,38.04,6.07,0.851,0.24,0.23,0.23,1.4,NA,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.69,NA,1.04,1.41
Copenhag,3,12,81,221,Fes,0,585,Red,0,136,171,237,11.6,19.7,17.3,23.85,21.07,19.53,NA,NA,NA,5.23,0.49,5.38,22.71,1.1,0.484,-0.045,57.58,6.26,0.55,0.32,0.32,0.32,1.28,NA,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.69,NA,0.96,1.4
Copenhag,3,12,82,222,Fes,0,586,Red,0,136,171,237,11.9,20.7,17.3,22.66,23.6,18.94,NA,NA,NA,5.6,0.44,4.79,19.45,1.28,0.53,-0.064,61.73,6.18,0.661,0.26,0.25,0.26,1.21,NA,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.69,NA,0.88,1.5
Copenhag,3,12,83,223,Fes,0,587,Red,0,136,171,237,12,20.2,16.7,24.51,21.67,18.5,NA,NA,NA,6.34,0.25,2.86,24.09,0.86,0.666,-0.03,55.6,6.16,0.692,0.27,0.28,0.28,1.33,NA,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.69,NA,1.02,1.38
Copenhag,3,12,84,224,Fes,0,588,Red,0,136,171,237,12,20.4,16.8,24.48,23.14,22.98,NA,NA,NA,5.42,0.47,4.92,17.65,0.76,0.525,-0.02,54.46,6.44,0.363,0.23,0.23,0.23,1.38,158.51,101,26.34,32.58,23.47,29.03,78.7,73.2,39.62,35.3,0.976,0.979,43.69,26.9,0.93,1.42
Rennes,5,13,85,225,Fes,0,589,Red,0,128,166,215,13.9,17.6,17.8,23.83,18.43,11.22,NA,NA,NA,3.94,0.17,1.53,10.94,0.27,0.568,0.02,41.73,6.27,0.537,0.26,0.26,0.26,1.51,171.68,87,32.15,16.78,33.26,17.36,6.3,8,18.09,18.71,1.091,1.094,43.69,32.28,0.86,1.44
Rennes,5,13,86,226,Fes,0,590,Red,0,128,166,215,14,17,17.7,25.76,19.94,10.74,NA,NA,NA,3.78,0.19,1.66,28.7,0.47,1.096,0.002,39.71,6.36,0.437,0.28,0.29,0.28,1.55,142.27,87,32.24,14.46,33.35,14.96,7.5,10.9,14.71,15.21,1.27,1.279,43.69,29.14,1.04,1.38
Rennes,5,13,87,227,Fes,0,591,Red,0,128,166,215,13.9,17.1,17.8,23.76,19.26,8.71,NA,NA,NA,3.76,0.19,1.6,13.07,0.24,0.515,0.016,54.93,6.21,0.617,0.12,0.24,0.18,1.36,146.22,87,21.2,15.28,21.93,15.8,7.3,8.7,16.25,16.81,1.075,1.077,43.69,33.81,1.02,1.44
Rennes,5,13,88,228,Fes,0,592,Red,0,128,166,215,14,17.4,18.6,55.09,17.12,8.91,NA,NA,NA,5.21,0.17,1.52,21.78,0.37,0.844,0.006,49.61,6.25,0.562,0.26,0.27,0.26,1.59,134.63,87,26.69,13.41,27.61,13.87,6.9,10.6,14.19,14.68,0.773,0.765,43.69,48.15,1.03,1.54
Rennes,5,13,89,229,Fes,0,593,Red,0,128,166,215,13.9,17.3,18.1,26.54,20.08,10.44,NA,NA,NA,3.94,0.19,1.64,13.96,0.21,0.348,0.005,45.61,6.31,0.49,0.21,0.21,0.21,1.37,128.14,87,25.89,14.3,26.78,14.79,7.4,9.2,17.83,18.45,1.056,1.058,43.69,33.63,0.94,1.36
Rennes,5,13,90,230,Fes,0,594,Red,0,128,166,215,13.9,17.4,18.4,25.65,20.6,10.49,NA,NA,NA,3.61,0.17,1.55,13.84,0.43,0.739,0.008,58.07,6.29,0.513,0.25,0.25,0.25,1.29,143.07,87,23.38,16.36,24.18,16.92,6.7,9.5,17.61,18.22,1.215,1.222,43.69,29.35,1.14,1.52
Rennes,5,13,91,231,Fes,0,595,Red,0,128,166,215,14,17,18.7,29.34,18.2,10.83,NA,NA,NA,4.23,0.22,2.05,30.19,0.49,0.603,0.042,56.48,6.38,0.417,0.23,0.25,0.24,1.47,187.4,87,28.58,16.7,29.57,17.28,6.1,8.7,16.88,17.46,1.182,1.188,43.69,30.31,1.11,1.47
Rennes,5,14,92,232,Fes,0,596,Red,0,128,166,215,14.5,18,19.2,32.57,19.3,9.44,NA,NA,NA,4.48,0.24,2.46,26.36,1.9,0.702,-0.094,47.94,5.76,1.738,0.32,0.34,0.33,1.47,156.62,87,24.11,15.5,24.95,16.03,5.4,8,16.96,17.54,1.4,1.413,43.69,25.8,0.89,1.48
Rennes,5,14,93,233,Fes,0,597,Red,0,128,166,215,14.4,17.5,19.1,29.78,22.7,10.21,NA,NA,NA,4.68,0.21,2.19,14,2.23,0.606,-0.129,47.43,5.77,1.698,0.31,0.34,0.32,1.37,149.25,87,32.42,18.8,33.53,19.45,8.2,10.3,18.5,19.13,1.123,1.127,43.69,31.4,1.13,1.37
Rennes,5,14,94,234,Fes,0,598,Red,0,128,166,215,14.4,17.6,19,25.11,17.94,8.42,NA,NA,NA,3.47,0.17,1.58,29.51,0.35,0.674,0.005,39.77,5.68,2.089,0.18,0.19,0.19,1.31,142.38,87,26.59,23,27.51,23.8,11.7,11.9,23.04,23.83,1.14,1.145,43.69,29.22,0.9,1.42
Rennes,5,14,95,235,Fes,0,599,Red,0,128,166,215,14.5,17.8,19.8,29.71,18.53,10.81,NA,NA,NA,4.58,0.22,2.23,38.06,0.7,0.26,0.006,44.46,5.92,1.202,0.34,0.36,0.35,1.74,163.66,87,33.88,19.93,35.05,20.62,5.8,9,21.74,22.49,1.048,1.05,43.69,32.19,1.12,1.54
Rennes,5,14,96,236,Fes,0,600,Red,0,128,166,215,14.5,17.4,19.5,29.14,21.22,11.57,NA,NA,NA,4.1,0.2,2.52,18.66,0.31,0.541,-0.001,43.51,5.96,1.096,0.26,0.28,0.27,1.46,140.47,87,26.31,8.81,27.22,9.11,8.4,8.6,13.9,14.38,1.29,1.3,43.69,28.85,0.92,1.37
Rennes,5,14,97,237,Fes,0,601,Red,0,128,166,215,14.5,17.9,19.7,26.78,17.97,11.03,NA,NA,NA,3.75,0.16,1.56,20.31,0.18,0.474,0.003,38.64,5.96,1.096,0.2,0.21,0.21,1.16,154.38,87,24.68,16.44,25.53,17,7.6,8.9,18.11,18.73,1.058,1.06,43.69,33.41,1.02,1.54
Rennes,5,14,98,238,Fes,0,602,Red,0,128,166,215,14.6,17.2,19.1,28.01,19.67,10.84,NA,NA,NA,3.53,0.17,1.58,30.01,0.2,0.47,0.001,42.93,6.01,0.977,0.22,0.22,0.22,1.36,171.2,87,39.2,22.82,40.55,23.61,8.9,9.4,22.83,23.61,1.148,1.154,43.69,29.23,1.15,1.4
Rennes,5,15,99,239,Fes,0,603,Red,0,128,166,215,12.3,14.2,15.5,60.19,39.04,24.78,NA,NA,NA,9.77,0.38,3.87,61.25,12.94,2.862,-0.719,80.7,5.2,6.31,0.61,0.66,0.63,1.6,142.7,87,31.22,17.55,32.29,18.16,13.3,23.2,17.95,18.56,1.288,1.298,43.69,27.46,1.12,1.39
Rennes,5,15,100,240,Fes,0,604,Red,0,128,166,215,12.1,14.1,15.6,49.7,41.36,24.55,NA,NA,NA,8.93,0.38,4.03,35.98,3.06,1.139,-0.134,81.03,5.33,4.677,0.54,0.58,0.56,1.9,163.53,87,36.08,12.51,37.32,12.94,8.5,10.5,13.42,13.89,1.095,1.099,43.69,34.46,1.12,1.38
Rennes,5,15,101,241,Fes,0,605,Red,0,128,166,215,12.2,14.2,15.6,52.71,36.28,25.11,NA,NA,NA,9.59,0.37,4,26.29,3.03,1.229,-0.144,87.08,5.45,3.548,0.62,0.65,0.64,1.76,122.34,87,37.09,26.79,38.36,27.71,59.6,41.3,28.4,29.37,1.244,1.252,43.69,24.78,1.05,1.36
Rennes,5,15,102,242,Fes,0,606,Red,0,128,166,215,12.5,14.5,15.7,51.55,41.32,24.1,NA,NA,NA,8.02,0.36,3.7,53.45,17.33,2.235,-0.644,72.65,5.15,7.079,0.44,0.48,0.46,1.4,121.28,87,31.06,13.21,32.14,13.66,6.9,9.1,14.16,14.65,1.277,1.287,43.69,29.15,0.91,1.43
Rennes,5,15,103,243,Fes,0,607,Red,0,128,166,215,12.3,14.7,15.8,58.97,37.53,18.55,NA,NA,NA,10.32,0.45,5.31,25.26,17.19,1.398,-0.271,83.3,5.35,4.467,0.58,0.65,0.62,1.59,163.8,87,27.16,23.43,28.1,24.24,7.7,10.9,23.49,24.3,1.065,1.068,43.69,30.84,0.92,1.38
Rennes,5,15,104,244,Fes,0,608,Red,0,128,166,215,12.4,14.8,16.4,50.44,31.13,12.85,NA,NA,NA,9.79,0.42,4.92,24.4,17.69,1.296,-0.686,76.43,5.34,4.571,0.56,0.61,0.58,1.72,88.66,87,20.8,7.18,21.52,7.43,6.9,9.2,8.12,8.4,1.216,1.224,43.69,32.77,1.09,1.46
Rennes,5,15,105,245,Fes,0,609,Red,0,128,166,215,12.2,14.5,15.8,52.38,30.81,22.64,NA,NA,NA,13.66,0.48,6.13,36.65,4.43,1.367,0.476,112.4,4.89,12.882,0.82,0.92,0.87,2.11,156.83,87,33.47,15.49,34.62,16.02,4.5,5.7,15.65,16.19,1.043,1.044,43.69,35.14,1.07,1.46
Rennes,5,16,106,246,Fes,0,610,Red,0,128,166,215,12.1,14.8,16,143.6,156.56,21.43,NA,NA,NA,15.49,0.58,7.74,0.37,107.65,0.112,-3.437,154.87,5.82,1.514,1.63,1.92,1.78,3.15,141.11,87,41.13,17.58,42.55,18.19,4.2,19.7,18.26,18.89,1.23,1.238,43.69,28.72,1.01,1.54
Rennes,5,16,107,247,Fes,0,611,Red,0,128,166,215,12.8,15.5,16.1,93.99,45.16,21.23,NA,NA,NA,12.96,0.47,5.99,4.83,17.11,-0.329,-1.083,118.31,5.62,2.399,1.25,1.35,1.3,2.45,131.42,87,25.93,19.22,26.83,19.89,39.5,26.2,18.8,19.45,1.039,1.04,43.69,33.69,0.95,1.43
Rennes,5,16,108,248,Fes,0,612,Red,0,128,166,215,13.1,15.7,16.3,86.93,35.29,23.34,NA,NA,NA,11.78,0.45,5.65,10.08,19.75,-0.574,-1.073,113.14,5.5,3.162,0.76,0.86,0.81,2.07,165.46,87,23.42,16.75,24.23,17.32,6.6,8.8,17.72,18.33,0.95,0.948,43.69,37.54,0.95,1.5
Rennes,5,16,109,249,Fes,0,613,Red,0,128,166,215,12.6,15.3,16.4,56.11,43.87,23.41,NA,NA,NA,9.65,0.43,4.87,22.47,4.07,1.026,-0.12,79.06,5.27,5.37,0.5,0.55,0.52,1.62,103.49,87,32.64,9.18,33.77,9.5,7.6,10.1,10.42,10.78,1.024,1.024,43.69,38.01,1.11,1.42
Rennes,5,16,110,250,Fes,0,614,Red,0,128,166,215,12.9,15.3,16.2,62.59,34.55,16.59,NA,NA,NA,10.96,0.4,5.49,23.96,30.23,1.079,-0.855,93.9,5.03,9.333,0.61,0.66,0.64,1.83,159.78,87,24.37,20.72,25.21,21.43,5.1,7.6,19.83,20.51,1.321,1.332,43.69,26.23,0.9,1.41
Rennes,5,16,111,251,Fes,0,615,Red,0,128,166,215,12.9,15.4,16.3,55.88,39.45,16.02,NA,NA,NA,8.45,0.37,4.37,10.23,11.54,0.563,-0.403,74.79,5.26,5.495,0.41,0.48,0.44,1.55,107.36,87,18.18,5.99,18.8,6.19,6.2,7,9.22,9.54,1.058,1.06,43.69,36.93,1.13,1.38
Rennes,5,16,112,252,Fes,0,616,Red,0,128,166,215,12.8,15.7,16.6,54.88,38.75,15.17,NA,NA,NA,9.07,0.41,4.81,0,0,3.007,0.088,69.72,5.48,3.311,0.39,0.47,0.43,1.63,129.81,87,21.11,13.42,21.84,13.89,6.6,8.4,14.6,15.11,0.989,0.988,43.69,37.47,0.93,1.53
Montpell,6,17,113,253,Fes,0,617,Red,0,129,174,219,22.5,24.9,26.5,29.83,15.97,14.38,NA,NA,NA,19.33,1,14.68,9.29,3,-0.053,-0.108,91.36,7.87,0.013,0.17,0.28,0.22,1.31,177.15,90,12.39,14.45,12.39,14.45,7.5,8.2,16.4,16.4,0.785,0.785,43.69,46.39,1.03,1.51
Montpell,6,17,114,254,Fes,0,618,Red,0,129,174,219,15.5,21,20.8,45.74,30.72,21.13,NA,NA,NA,18.16,0.71,9.97,23.43,3.22,-0.368,-0.115,85.62,7.75,0.018,0.24,0.37,0.3,1.49,176.36,90,13.11,13.37,13.11,13.37,10.3,9.8,11.95,11.95,0.772,0.772,43.69,48.94,0.96,1.4
Montpell,6,17,115,255,Fes,0,619,Red,0,129,174,219,23.4,25.4,27.2,27.27,15.18,13.52,NA,NA,NA,17.91,0.74,13.02,4.76,2.28,-0.313,0.157,168.65,7.88,0.013,0.17,0.27,0.22,1.47,167.31,90,15.89,10.73,15.89,10.73,6.4,7.1,12.91,12.91,0.858,0.858,43.69,44.15,1.14,1.41
Montpell,6,17,116,256,Fes,0,620,Red,0,129,174,219,17.5,20,23.2,36.29,25.12,19.73,NA,NA,NA,22.01,0.85,11.15,5.35,4.8,-0.294,-0.218,57.18,7.7,0.02,0.27,0.36,0.32,2.02,151.7,90,12.82,12.12,12.82,12.12,7.9,8.9,11.45,11.45,0.96,0.96,43.69,39.71,0.86,1.45
Montpell,6,17,117,257,Fes,0,621,Red,0,129,174,219,21.9,24.7,28.3,24.67,10.63,9.69,NA,NA,NA,13.43,0.66,13.15,12.57,1.76,0.019,-0.042,70.93,7.91,0.012,0.18,0.25,0.21,1.24,148.7,90,14.2,13.04,14.2,13.04,7.6,6.8,12.21,12.21,0.848,0.848,43.69,44.8,0.9,1.42
Montpell,6,17,118,258,Fes,0,622,Red,0,129,174,219,18.5,25.7,23.5,42.08,27.6,19.75,NA,NA,NA,18.35,0.81,8.64,13.15,2.92,-0.348,-0.089,82.66,7.65,0.022,0.19,0.31,0.25,1.58,145.81,90,15.55,14.21,15.55,14.21,7.4,5.8,16.3,16.3,0.801,0.801,43.69,45.45,0.89,1.45
Montpell,6,17,119,259,Fes,0,623,Red,0,129,174,219,15.8,21.7,22.6,43.21,33.38,25.2,NA,NA,NA,19.78,0.57,8.14,18.53,2.98,-0.333,-0.085,95.86,7.65,0.022,0.22,0.35,0.29,1.55,152.97,90,12.02,10.13,12.02,10.13,8.6,6.8,10.73,10.73,1.017,1.017,43.69,38.1,0.92,1.4
Montpell,6,18,120,260,Fes,0,624,Red,0,129,174,219,21,25.3,32,31.74,20.39,13.37,NA,NA,NA,13.31,0.4,6.3,37.95,86.79,4.309,-5.784,80.67,6.43,0.372,0.54,0.64,0.59,2.34,145.74,90,13.49,12.98,13.49,12.98,6.4,6.3,14.48,14.48,0.838,0.838,43.69,43.97,0.92,1.47
Montpell,6,18,121,261,Fes,0,625,Red,0,129,174,219,21.2,25.6,30,32.33,22.63,16.6,NA,NA,NA,16.25,0.88,7.57,1.41,7.98,0.041,-0.322,103.79,6.06,0.871,0.9,1.01,0.96,2.61,149.18,90,13.43,15.62,13.43,15.62,7.3,6.6,17.91,17.91,1.011,1.011,43.69,35.4,1.13,1.5
Montpell,6,18,122,262,Fes,0,626,Red,0,129,174,219,21,26.4,30,28.18,13.92,10.65,NA,NA,NA,13.61,0.53,5.48,8.37,10.4,1.944,-0.618,79.39,6.43,0.372,0.42,0.52,0.47,1.87,137.83,90,12.74,16.82,12.74,16.82,8,8.2,17.83,17.83,0.82,0.82,43.69,42.93,1.04,1.49
